Dialect,ID,English,Transliteration,Arabic,tags
Saudi,A-11-03,Upper edge at ___,al Had al-a’la ___,الحد الاعلى ___,"military, air crew"
Saudi,A-11-04,Lower edge at ___,al Had al-adna ___,الحد الادنى ___,
Saudi,A-11-04,Lower edge at ___,al Had al-adna ___,الحد الادنى ___,"military, air crew"
Saudi,A-11-05,Ceiling ___ meters,as sagaf ___ amtaar,السقف ___ امتار,
Saudi,A-11-05,Ceiling ___ meters,as sagaf ___ amtaar,السقف ___ امتار,"military, air crew"
Saudi,A-11-06,"Visibility ___
kilometers",ar ro-ya ___ keeloomitraat,الرؤية ___ كيلومترات,
Saudi,A-11-06,"Visibility ___
kilometers",ar ro-ya ___ keeloomitraat,الرؤية ___ كيلومترات,"military, air crew"
Saudi,A-11-07,"Barometric
pressure ___
millibars","aDh DhaghiT al jawee ___
mileebaaraat","الضغط الجوي ___
ميليبارات",
Saudi,A-11-07,"Barometric
pressure ___
millibars","aDh DhaghiT al jawee ___
mileebaaraat","الضغط الجوي ___
ميليبارات","military, air crew"
Saudi,A-11-08,Wind shear,reeyaaH ‘aaSeefa,رياح عاصفة,
Saudi,A-11-08,Wind shear,reeyaaH ‘aaSeefa,رياح عاصفة,"military, air crew"
Saudi,A-11-09,Severe conditions,aHwaal jaweeya sayee-a,احوال جوية سيئة,
Saudi,A-11-09,Severe conditions,aHwaal jaweeya sayee-a,احوال جوية سيئة,"military, air crew"
Saudi,A-11-10,Wet runway,mudaraj mubalal,مدرج مبلل,
Saudi,A-11-10,Wet runway,mudaraj mubalal,مدرج مبلل,"military, air crew"
Saudi,A-11-11,Dry runway,mudaraj jaaf,مدرج جاف,
Saudi,A-11-11,Dry runway,mudaraj jaaf,مدرج جاف,"military, air crew"
Saudi,B-01-01,Stop!,wagif!,وقف!,
Saudi,B-01-02,Stop or I will shoot!,wagif wilaa armeek!,وقف والا أرميك!,
Saudi,B-01-03,Follow our orders.,itba’ al-awaamir,اتبع الاوامر,
Saudi,B-01-04,Don’t shoot!,laa tarmee!,لا ترمي!,
Saudi,B-01-05,Put your weapon down.,nazil slaaHik,نزّل سلاحك,
Saudi,B-01-06,Move.,taHarak,تحرك,
Saudi,B-01-07,Come here.,ta’aal hina,تعال هنا,
Saudi,B-01-08,Follow me.,ilHagnee,الحقني,
Saudi,B-01-09,Stay here.,Khaleek hina,خليك هنا,
Saudi,B-01-10,Wait here.,intaDhir hina,انتظر هنا,
Saudi,B-01-11,Do not move.,laa taHarak,لا تحرك,
Saudi,B-01-12,Stay where you are.,Khalik maHalik,خلك محلك,
Saudi,B-01-13,Come with me.,ta’aal me’ee,تعال معي,
Saudi,B-01-14,Take me to ___.,KhiThnee lee ___,خذني لـ ___,
Saudi,B-01-15,Be quiet.,Khalik saakit,خلك ساكت,
Saudi,B-01-16,Slow down.,shwaya shwaya,شوية شوية,
Saudi,B-01-17,Move slowly.,taHarak beebuTu,تحرك ببطئ,
Saudi,B-01-18,Hands up.,irfa’ eedeynik,ارفع ايدينك,
Saudi,B-01-19,Lower your hands.,nazil eedeynik,نزّل ايدينك,
Saudi,B-01-20,Lie down.,inbuTiH,انبطح,
Saudi,B-01-21,Lie on your stomach.,inbuTiH ‘ala baTnik,انبطح على بطنك,
Saudi,B-01-22,Get up.,gom,قم,
Saudi,B-01-23,Surrender.,istaslim,استسلم,
Saudi,B-01-24,You are a prisoner.,int aseer,انت أسير,
Saudi,B-01-25,We must search you.,laazim nifatishk,لازم نفتشك,
Saudi,B-01-26,Turn around.,indaar,اندار,
Saudi,B-01-27,Walk forward.,tigadam,تقدم,
Saudi,B-01-28,Form a line.,wagifoo ibSaf,وقفوا بصف,
Saudi,B-01-29,One at a time.,waaHid waaHid,واحد واحد,
Saudi,B-01-30,You are next.,jaa doorak,جا دورك,
Saudi,B-01-31,No talking.,bala kalaam,بلا كلام,
Saudi,B-01-32,Do not resist.,laa tgaawim,لا تقاوم,
Saudi,B-01-33,Calm down.,ihdaa,اهدئ,
Saudi,B-01-34,Give me.,‘aTnee,عطني,
Saudi,B-01-35,Do not touch.,laa talmas,لا تلمس,
Saudi,B-01-36,Do not remove.,laa taHarak,لا تحرك,
Saudi,B-01-37,Keep away.,ib’id ‘an,ابعد عن,
Saudi,B-01-38,Let us pass.,Khalana nimur,خلنا نمر,
Saudi,B-01-39,Don’t be frightened.,laa taKhaaf,لا تخاف,
Saudi,B-01-40,You can leave.,tagdar trooH,تقدر تروح,
Saudi,B-01-41,Go,ruH,رح,
Saudi,B-01-42,Go home.,ruH libaytikum,رح لبيتكم,
Saudi,B-01-43,Open,iftaH,افتح,
Saudi,B-01-44,Close,sakir,سكّر,
Saudi,B-01-45,Beware,intebih min,انتبه من,
Saudi,B-01-46,Bring me,jiblee,جبلي,
Saudi,B-01-47,Distribute,wazi’,وزع,
Saudi,B-01-48,Fill,‘abee,عبّي,
Saudi,B-01-49,Lift,irfa’,ارفع,
Saudi,B-01-50,Pour into,Sub fee,صب في,
Saudi,B-01-51,Put,HuT,حط,
Saudi,B-01-52,Take,KhiTh,خذ,
Saudi,B-01-53,Load,Hamil,حمّل,
Saudi,B-01-54,Unload,nazil,نزّل,
Saudi,B-01-55,Help me,saa’idnee,ساعدني,
Saudi,B-01-56,Show me,warinee,ورني,
Saudi,B-01-57,Tell me,gil lee,قلي,
Saudi,B-02-01,Please.,law simaHt,لو سمحت,
Saudi,B-02-02,Thank you.,mashkoor,مشكور,
Saudi,B-02-03,Can someone assist us?,"mumkin aHad
yesaa’idnee?",ممكن أحد يساعدني؟,
Saudi,B-02-04,OK,Tayib,طيب,
Saudi,B-02-05,Excuse me. / I’m sorry.,‘an iThnik / ‘afwan,عن اذنك / عفواً,
Saudi,B-02-06,Yes,na’am,نعم,
Saudi,B-02-07,No,laa,لا,
Saudi,B-02-08,Maybe,mumkin,ممكن,
Saudi,B-02-09,Right,SaHeeH,صحيح,
Saudi,B-02-10,Wrong,ghalaT,غلط,
Saudi,B-02-11,Here,hina,هنا,
Saudi,B-02-12,There,hnaak,هناك,
Saudi,B-02-13,I want,abee,أبي,
Saudi,B-02-14,I do not want,maa abee,ما أبي,
Saudi,B-02-15,Danger,KhaTar,خطر,
Saudi,B-02-16,We are here to help you.,"Hinaa hina
limsaa’adatkum",حنا هنا لمساعدتكم,
Saudi,B-02-17,Help is on the way.,"shwaya tijee al
musaa’ada",شوية تجي المساعدة,
Saudi,B-02-18,We are Americans.,Hinaa amreekaan,حنا امريكان,
Saudi,B-02-19,You will not be harmed.,"maa aHad raayiH
yeeTheek",ما احد رايح يذيك,
Saudi,B-02-20,You are safe.,int fee amaan,انت في أمان,
Saudi,B-02-21,"OK, no problem.","zayn, maa fee
mushkila",زين، ما في مشكلة,
Saudi,B-02-22,Who?,minhoo?,منه؟,
Saudi,B-02-23,What?,wish?,وش؟,
Saudi,B-02-24,When?,mita?,متى؟,
Saudi,B-02-25,Where?,wayn?,وين؟,
Saudi,B-02-26,Why?,laysh?,ليش؟,
Saudi,B-02-27,How?,wishlon?,وشلون؟,
Saudi,B-02-28,What happened?,wish Saar?,وش صار؟,
Saudi,B-02-29,Do you have___?,ma’ik ___?,معك ___؟,
Saudi,B-02-30,Do you need help?,tabee musaa’ada?,تبي مساعدة؟,
Saudi,B-02-31,I am,anaa,أنا,
Saudi,B-02-32,You are,int,انت,
Saudi,B-02-33,He / She is,huwa / heeya,هوا / هيّا,
Saudi,B-02-34,We are,Hinaa,حنا,
Saudi,B-02-35,They are,hum,هم,
Saudi,B-03-01,Welcome.,ahleyn,أهلين,
Saudi,B-03-02,Hello.,marHaba,مرحبا,
Saudi,B-03-03,Good morning.,SabaHka al laa bil Khayr,صبّحك الله بالخير,
Saudi,B-03-04,Good night.,masaak al laa bil Khayr,مساك الله بالخير,
Saudi,B-03-05,Good bye.,fee amaan al laa,في امان الله,
Saudi,B-03-06,How are you?,wishlonak?,وشلونك؟,
Saudi,B-03-07,"I’m fine, thanks, and
you?","anaa zayn, mashkoor,
wishlonak int?","أنا زين، مشكور، وشلونك
انت؟",
Saudi,B-03-08,"I’m pleased to meet
you.",anaa mistaanis bshooftik,أنا مستانس بشوفتك,
Saudi,B-03-09,"Thank you for your
help.","mashkoor ‘ala al
musaa’ada",مشكور على المساعدة,
Saudi,B-03-10,My name is ___.,anaa ismee ___,أنا اسمي ___,
Saudi,B-04-01,Do you speak English?,t’arif ingleezee?,تعرف انقليزي؟,
Saudi,B-04-02,I do not speak Arabic.,anaa maa a’rif ‘arabee,أنا ما أعرف عربي,
Saudi,B-04-03,What is your name?,wish ismik?,وش اسمك؟,
Saudi,B-04-04,When is your birthday?,"wish hoo taareeKh
meelaadak?",وش هو تاريخ ميلادك؟,
Saudi,B-04-05,Where were you born?,wayn inwaladt?,وين انولدت؟,
Saudi,B-04-06,What is your rank / title?,wish hee rutbitik?,وش هي رتبتك؟,
Saudi,B-04-07,"What is your
nationality?",wish jinseetik?,وش جنسيتك؟,
Saudi,B-04-08,"Do you have any
identification papers?",ma’ik ithbaat?,معك اثبات؟,
Saudi,B-04-09,"Do you have a
passport?",ma’ik jawaaz?,معك جواز؟,
Saudi,B-04-10,What is your job?,wish tishtighl?,وش تشتغل؟,
Saudi,B-04-11,Who is in charge?,minhoo al mas-ool?,منه المسئول؟,
Saudi,B-04-12,Where do you serve?,wayn taKhdim?,وين تخدم؟,
Saudi,B-04-13,Which group are you in?,ma’ ay majmoo’a ant?,مع أيّ مجموعة انت؟,
Saudi,B-04-14,Answer the questions.,jaawib ‘ala al-as-ila,جاوب على الأسئلة,
Saudi,B-04-15,Where are you from?,minayn int?,منين انت؟,
Saudi,B-04-16,Do you understand?,tafham ‘alaya?,تفهم عليّ؟,
Saudi,B-04-17,I don’t understand.,"anaa maa afham
‘alayk",أنا ما افهم عليك,
Saudi,B-04-18,How much?,bekam?,بكم؟,
Saudi,B-04-19,How many?,kam?,كم؟,
Saudi,B-04-20,Repeat it.,gil mara thaaneeya,قل مرة ثانية,
Saudi,B-04-21,Where is ___?,wayn ___?,وين ___؟,
Saudi,B-04-22,What direction?,ay itijaah?,أيّ اتجاه؟,
Saudi,B-04-23,Is it far?,bi’eed min hina?,بعيد من هنا؟,
Saudi,B-05-01,0    Zero,Sifir,صفر,
Saudi,B-05-02,1    One,waaHid,واحد,
Saudi,B-05-03,2    Two,ithnayn,اثنين,
Saudi,B-05-04,3    Three,thalaatha,ثلاثة,
Saudi,B-05-05,4    Four,arba’a,اربعة,
Saudi,B-05-06,5    Five,Khamsa,خمسة,
Saudi,B-05-07,6    Six,sita,ستة,
Saudi,B-05-08,7    Seven,sab’a,سبعة,
Saudi,B-05-09,8    Eight,thamaanya,ثمانية,
Saudi,B-05-10,9    Nine,tis’a,تسعة,
Saudi,B-05-11,10    Ten,‘ashra,عشرة,
Saudi,B-05-12,11    Eleven,Hdaa’ish,حداعش,
Saudi,B-07-01,Above / Over,fog,فوق,
Saudi,B-07-02,After / Past,ba’ad / ‘igub,بعد / عقب,
Saudi,B-07-03,Back / Behind,wara / Khalf,ورا / خلف,
Saudi,B-07-04,"Before / In front of /
Forward","gabul / gidaam /
ilgidaam",قبل / قدام / لقدام,
Saudi,B-07-05,Between,bayn,بين,
Saudi,B-07-06,Coordinates,iHdaatheeyaat,احداثيات,
Saudi,B-07-07,Degrees,darajaat,درجات,
Saudi,B-07-08,Down,lal asfal,للأسفل,
Saudi,B-07-09,East,sharg,شرق,
Saudi,B-07-10,Far,bi’eed,بعيد,
Saudi,B-07-11,Longitude,KhaT aT Tool,خط الطول,
Saudi,B-07-12,Left,yisaar,يسار,
Saudi,B-07-13,Latitude,KhaT al ‘arDh,خط العرض,
Saudi,B-07-14,My position is ___.,mawgi’ee fee ___,مو قعي في ___,
Saudi,B-07-15,Near,gireeb min,قريب من,
Saudi,B-07-16,North,shimaal,شمال,
Saudi,B-07-17,Northeast,shimaal shargee,شمال شرقي,
Saudi,B-07-18,Northwest,shimaal gharbee,شمال غربي,
Saudi,B-07-19,Right,yimeen,يمين,
Saudi,B-07-20,South,jinoob,جنوب,
Saudi,B-07-21,Southeast,jinoob shargee,جنوب شرقي,
Saudi,B-07-22,Southwest,jinoob gharbee,جنوب غربي,
Saudi,B-07-23,Straight ahead,‘ala Tool,على طول,
Saudi,B-07-24,Under,taHt,تحت,
Saudi,B-07-25,Up,fog,فوق,
Saudi,B-07-26,West,gharb,غرب,
Saudi,B-08-01,Beach,shaaTee,شاطي,
Saudi,B-08-02,Border,Hudood,حدود,
Saudi,B-08-03,Bridge,jisir,جسر,
Saudi,B-08-04,Camp,mKhayam,مخيم,
Saudi,B-08-05,Dirt road,Tareeg traabee,طريق ترابي,
Saudi,B-08-06,Forest,ghaaba,غابة,
Saudi,B-08-07,Harbor,meena,مينا,
Saudi,B-08-08,Hill,tala,تلة,
Saudi,B-08-09,House,bayt,بيت,
Saudi,B-08-10,Lake,buHeyra,بحيرة,
Saudi,B-08-11,Meadow,sahil,سهل,
Saudi,B-08-12,Mountain,jibal,جبل,
Saudi,B-08-13,Ocean,muHeeT,محيط,
Saudi,B-08-14,Path,darb,درب,
Saudi,B-08-15,Paved road,Tareeg mzaflat,طريق مزفلت,
Saudi,B-08-16,Place,maHal,محل,
Saudi,B-08-17,Position,mowgi’,موقع,
Saudi,B-08-18,River,nahar,نهر,
Saudi,B-08-19,Road,Tareeg,طريق,
Saudi,B-08-20,Sea,baHar,بحر,
Saudi,B-08-21,Square,muraba’,مربع,
Saudi,B-08-22,Tree,ishjara,شجرة,
Saudi,B-08-23,Valley,waadee,وادي,
Saudi,B-08-24,Village,garya,قرية,
Saudi,B-08-25,Where?,wayn?,وين؟,
Saudi,B-09-01,Black,aswad,اسود,
Saudi,B-09-02,Blue,azrag,ازرق,
Saudi,B-09-03,Brown,binee,بني,
Saudi,B-09-04,Gray,remaadee,رمادي,
Saudi,B-09-05,Green,aKhDhar,اخضر,
Saudi,B-09-06,Orange,burtegaalee,برتقالي,
Saudi,B-09-07,Purple,banafsijee,بنفسجي,
Saudi,B-09-08,Red,aHmar,احمر,
Saudi,B-09-09,White,abyaDh,ابيض,
Saudi,B-09-10,Yellow,aSfar,اصفر,
Saudi,B-09-11,Big,kebeer,كبير,
Saudi,B-09-12,Deep,ghameeg,غميق,
Saudi,B-09-13,Long,Toweel,طويل,
Saudi,B-09-14,Narrow,Dhayig,ضيق,
Saudi,B-09-15,Short (in height),igSayir,قصّير,
Saudi,B-09-16,Short (in length),igSayir,قصّير,
Saudi,B-09-17,"Small, little",Sghayir,صغيّر,
Saudi,B-09-18,Tall,Toweel,طويل,
Saudi,B-09-19,Thick,smeek,سميك,
Saudi,B-09-20,Thin,niHeef,نحيف,
Saudi,B-09-21,Wide,waasi’,واسع,
Saudi,B-09-22,Round,mdawar,مدوّر,
Saudi,B-09-23,Straight,mistigeem,مستقيم,
Saudi,B-09-24,Square,mraba’,مربع,
Saudi,B-09-25,Triangular,imthalath,مثلث,
Saudi,B-09-26,Bitter,mur,مر,
Saudi,B-09-27,Fresh,Taaza,طازة,
Saudi,B-09-28,Salty,maaliH,مالح,
Saudi,B-09-29,Sour,HaamiDh,حامض,
Saudi,B-09-30,Spicy,Haar,حار,
Saudi,B-09-31,Sweet,Hiloo,حلو,
Saudi,B-09-32,Bad,shayn,شين,
Saudi,B-09-33,Clean,naDheef,نظيف,
Saudi,B-09-34,Dark,ghaamig,غامق,
Saudi,B-09-35,Difficult,Sa’ib,صعب,
Saudi,B-09-36,Dirty,wasiKh,وسخ,
Saudi,B-09-37,Dry,jaaf,جاف,
Saudi,B-09-38,Easy,sahil,سهل,
Saudi,B-09-39,Empty,faaDhee,فاضي,
Saudi,B-09-40,Expensive,ghaalee,غالي,
Saudi,B-09-41,Fast,sree’,سريع,
Saudi,B-09-42,Foreign,ajnabee,اجنبي,
Saudi,B-09-43,Full,malyaan,مليان,
Saudi,B-09-44,Good,zayn,زين,
Saudi,B-09-45,Hard (firm),smeek,سميك,
Saudi,B-09-46,Heavy,thegeel,ثقيل,
Saudi,B-09-47,Inexpensive,irKhayiS,رخيّص,
Saudi,B-09-48,Light (illumination),Dhaw,ضو,
Saudi,B-09-49,Light (weight),Khafeef,خفيف,
Saudi,B-09-50,Local,maHalee,محلي,
Saudi,B-09-51,New,jedeed,جديد,
Saudi,B-09-52,Noisy,miz’ij,مزعج,
Saudi,B-09-53,Old (about things),gedeem,قديم,
Saudi,B-09-54,Old (about people),kebeer,كبير,
Saudi,B-09-55,Powerful,gowee,قوي,
Saudi,B-09-56,Quiet (person),haadee,هادي,
Saudi,B-09-57,Right / Correct,SaH / SiHeeH,صح / صحيح,
Saudi,B-09-58,Slow,beTee,بطي,
Saudi,B-09-59,Soft,naa’im,ناعم,
Saudi,B-09-60,Very,mara,مرة,
Saudi,B-09-61,Weak,Dha’eef,ضعيف,
Saudi,B-09-62,Wet,raTib,رطب,
Saudi,B-09-63,Wrong / Incorrect,"KhaTa / maa hoob
SiHeeH",خطا / ما هوب صحيح,
Saudi,B-09-64,Young,shibaab,شباب,
Saudi,B-09-65,Few / Little,showaya / gileel,شوية / قليل,
Saudi,B-09-66,Many / Much,kitheer / waajid,كثير / واجد,
Saudi,B-09-67,Part,jizi,جزء,
Saudi,B-09-68,Some / A few,ba’iDh,بعض,
Saudi,B-09-69,Whole,kil,كل,
Saudi,B-10-01,Emergency!,Towaaree!,طواري!,
Saudi,B-10-02,We need a doctor!,nabee Tibeeb!,نبي طبيب!,
Saudi,B-10-03,Distress signal,‘alaamat inheeyaar,علامة انهيار,
Saudi,B-10-04,Help!,an najda!,النجدة!,
Saudi,B-10-05,Evacuate the area!,iKhloo al manTiga!,اخلو المنطقة!,
Saudi,B-11-01,Food,akil,أكل,
Saudi,B-11-02,Can,‘ilba,علبة,
Saudi,B-11-03,Cup,koob,كوب,
Saudi,B-11-04,Fork,shoka,شوكة,
Saudi,B-11-05,Knife,sikeen,سكين,
Saudi,B-11-06,Plate,SaHin,صحن,
Saudi,B-11-07,Spoon,mil’aga,ملعقة,
Saudi,B-11-08,Beans,fool,فول,
Saudi,B-11-09,Beer,beera,بيرة,
Saudi,B-11-10,Bread,Khebiz,خبز,
Saudi,B-11-11,Butter,zibda,زبدة,
Saudi,B-11-12,Cheese,jibin,جبن,
Saudi,B-11-13,Coffee,gahawa,قهوة,
Saudi,B-11-14,Fish,simak,سمك,
Saudi,B-11-15,Flour,TaHeen,طحين,
Saudi,B-11-16,Fruit,faak-ha,فاكهة,
Saudi,B-11-17,Meat,laHam,لحم,
Saudi,B-11-18,Milk,Haleeb,حليب,
Saudi,B-11-19,Oil,zayt,زيت,
Saudi,B-11-20,Potatoes,baTaaTis,بطاطاس,
Saudi,B-11-21,Rice,riz,رز,
Saudi,B-11-22,Salt,milH,ملح,
Saudi,B-11-23,Soup,shorba,شوربة,
Saudi,B-11-24,Sugar,sikar,سكر,
Saudi,B-11-25,Tea,shaahee,شاهي,
Saudi,B-11-26,Vegetables,KhiDhra,خضرة,
Saudi,B-11-27,Water,maya,مية,
Saudi,B-11-28,Wine,nabeeTh,نبيذ,
Saudi,B-11-29,Drink,sharaab,شراب,
Saudi,B-11-30,Eat,kil,كل,
Saudi,B-11-31,"Don’t push! We have
plenty of food.","laa tdaafi’! al-akil
waajid",لا دافع! الاكل واجد,
Saudi,B-11-32,Give me your bowl.,‘aTnee Taasitik,عطني طاستك,
Saudi,B-11-33,"Is the water safe to
drink?","al maya naDheefa lish
shurub?",المية نظيفة للشرب؟,
Saudi,B-11-34,Boil the water.,ighlee al maya,اغلي المية,
Saudi,B-11-35,Wash your hands.,ghasil eedeynak,غسل ايدينك,
Saudi,B-11-36,Wash yourself here.,tarawash hina,تروش هنا,
Saudi,B-11-37,"We need ___ liters of
potable water.","nabee ___ litraat
mayat shurub","نبي ___ لترات مية
شرب",
Saudi,B-11-38,Where is the latrine?,wayn al Hammam?,وين الحمام؟,
Saudi,B-11-39,The latrine is to the ___.,al Hamaam ‘ala ___,الحمام على ___,
Saudi,B-11-40,The latrine is to the left.,"al Hamaam ‘ala al
yisaar",الحمام على اليسار,
Saudi,B-11-41,The latrine is to the right.,"al Hamaam ‘ala al
yimeen",الحمام على اليمين,
Saudi,B-11-42,"The latrine is straight
ahead.",al Hamaam ala Tool,الحمام على طول,
Saudi,B-11-43,Is the food fresh?,al-akil jideed?,الاكل جديد؟,
Saudi,B-11-44,Is the food spoiled?,al-akil gedeem?,الاكل قديم؟,
Saudi,B-11-45,Burn this ___.,iHrig hal ___,احرق هالـ ___,
Saudi,B-12-01,Gasoline,banzeen,بنزين,
Saudi,B-12-02,Oil,zayt,زيت,
Saudi,B-12-03,Diesel,deezil,ديزل,
Saudi,B-12-04,Gas (propane),ghaaz,غاز,
Saudi,B-12-05,Liters,walaa’aat,ولاعات,
Saudi,B-12-06,Do you have___?,‘indik ___?,عندك ___؟,
Saudi,B-12-07,Hydraulic fluid,zayt haydroleekee,زيت هيدروليكي,
Saudi,B-12-08,Hydraulic system,"niDhaam
haydroleekee",نظام هيدروليكي,
Saudi,B-12-09,"We need maintenance
support.","niHtaaj isnaad aS
Seeyaana",نحتاج اسناد الصيانة,
Saudi,B-12-10,We need ___.,niHtaaj ___,نحتاج ___,
Saudi,B-12-11,400-cycle,arba’meyat dawra,اربعمية دورة,
Saudi,B-12-12,3-phase,thalaath maraaHil,ثلاث مراحل,
Saudi,B-12-13,Alternating current,tayaar mutaradid,تيار متردد,
Saudi,B-12-14,115-volt,"meya wu
KhamisTa’ish folt",مية و خمسطعش فولت,
Saudi,B-13-01,Antibiotics,"muDhaadaat
Hayaweeya",مضادات حيوية,
